Symbol,name of the company,ISIN number
523550,Krypton Industries Ltd,INE951B01014
523558,SWISS MILITARY CONSUMER GOODS LIMITED,INE010C01025
523566,Martin Burn Ltd,INE199D01016
523586,Indian Toners & Developers Ltd.,INE826B01018
523594,Kunststoffe Industries Ltd.,INE638D01021
523606,Sika Interplant Systems Ltd.,INE438E01032
523620,Phaarmasia Limited.,INE486I01016
523638,IP Rings Ltd.,INE558A01019
523650,YASH INNOVENTURES LIMITED,INE823D01011
523652,Kkalpana Plastick Limited,INE465K01016
523660,Waterbase Limited,INE054C01015
523672,Flex Foods Ltd.,INE954B01018
523676,Golkunda Diamonds & Jewellery Ltd.,INE798D01015
523696,Fortis Malar Hospitals Limited,INE842B01015
523710,Sayaji Hotel Ltd,INE318C01014
523722,Svam Software Ltd,INE119B01018
523732,Ecoboard Industries Ltd,INE866A01016
523752,TRANS INDIA HOUSE IMPEX LIMITED,INE502D01011
523782,Mitshi India Limited,INE844D01017
523790,Shukra Jewellers Limited,INE344E01016
523826,Sovereign Diamonds Ltd,INE959D01013
523832,Mukat Pipes Limited,INE862C01029
523840,Innovative Tech Pack Ltd,INE965C01038
523842,Super Tannery Limited,INE460D01038
523844,CONSTRONICS INFRA LIMITED,INE537B01011
523850,Axtel Industries Ltd.,INE767C01012
523862,GRAND OAK CANYONS DISTILLERY LIMITED,INE926B01016
523874,East India Drums and Barrels Manufacturing Limited,INE191C01023
523888,V R Woodart Ltd,INE317D01014
524031,Patidar Buildcon Limited,INE637N01014
524038,Venlon Enterprises Ltd.,INE204D01022
524046,Pet Plastics Ltd.,INE704F01018
524055,Panther Industrial Products Ltd.,INE181D01014
524080,Haryana Leather Chemicals Ltd.,INE681F01018
524136,Pee Cee Cosma Sope Ltd.,INE417E01010
524156,TCM Ltd.,INE034F01010
524174,Kesar Petroproducts Ltd,INE133C01033
524202,Lactose (India) Ltd.,INE058I01013
524204,Teesta Agro Industries Ltd,INE757D01011
524210,Pentokey Organy (India) Ltd.,INE702E01015
524218,Resonance Specialties Limited,INE486D01017
524238,Gujarat Inject (Kerala) Ltd.,INE659F01014
524288,Aimco Pesticides Ltd.,INE008B01013
524314,Gujarat Terce Laboratories Ltd,INE499G01013
524322,Kabra Drugs Ltd,INE323K01017
524336,Shree Hari Chemicals Export Ltd.,INE065E01017
524400,Ishita Drugs & Industries Ltd.,INE806D01016
524408,Universal Starch-Chem Allied Ltd.,INE113E01015
524414,Norris Medicines Ltd.,INE744C01029
524434,Asian Petroproducts & Exports Ltd.,INE810M01019
524440,Camex  Ltd.,INE198C01010
524444,EVEXIA LIFECARE LIMITED,INE313M01030
524458,Indo Euro Indchem Limited,INE319N01019
524480,Riddhi Siddhi Gluco Biols Ltd,INE249D01019
524488,SVC INDUSTRIES LIMITED,INE038B01010
524502,Raaj Medisafe India Limited,INE548H01015
524506,Coral Laboratories Ltd.,INE683E01017
524514,Tulasee Bio-Ethanol Ltd.,INE276N01011
524516,Bacil Pharma Ltd.,INE711D01018
524520,KMC Speciality Hospitals India Limited,INE879K01018
524522,Laffans Petrochemicals Ltd.,INE919B01011
524534,Bhaskar Agrochemicals Ltd.,INE972C01018
524548,Sharma East India Hospitals And Res,INE465H01012
524564,Gayatri BioOrganics Ltd,INE052E01015
524572,Pharmaids Pharmaceuticals Ltd.,INE117D01018
524576,Vivid Global Industries Limited,INE737C01023
524580,Priya Limited.,INE686C01014
524582,Tirupati Starch & Chemicals Ltd.,INE314D01011
524590,Hemo Organic Limited,INE422G01015
524592,JAYSYNTH ORGOCHEM LIMITED,INE263B01022
524594,Aeonx Digital Technology Limited,INE994D01010
524602,BANDARAM PHARMA PACKTECH LIMITED,INE875N01036
524606,Beryl Drugs Ltd.,INE415H01017
524614,IEL LIMITED,INE056E01024
524622,iStreet Network Limited,INE532B01020
524624,Gagan Gases Ltd.,INE076D01016
524628,Parker Agro Chem Export Ltd.,INE750B01010
524632,Shukra Pharmaceuticals Limited,INE551C01044
524634,Alufluoride  Ltd.,INE058F01019
524636,OXYGENTA PHARMACEUTICAL LIMITED,INE102E01018
524640,Archit Organosys Limited,INE078I01011
524642,Sikozy Realtors Limited,INE528E01022
524661,Welcure Drugs & Pharmaceuticals ltd,INE331C01025
524663,Bharat Immunologicals & Biologicals,INE994B01014
524675,Kabsons Industries Ltd.,INE645C01010
524687,Basant Agro-Tech (India) Ltd.,INE473E01021
524703,Sandu Pharmaceuticals Ltd.,INE751D01014
524711,Vista Pharmaceuticals Ltd.,INE427C01021
524717,Titan Bio-Tech Ltd.,INE150C01029
524731,Jenburkt Pharmaceuticals Ltd.,INE354A01013
524748,Link Pharma Chem Ltd.,INE302F01011
524752,DECIPHER LABS LIMITED,INE643N01012
524768,Emmessar Biotech & Nutrition Ltd.,INE634B01016
524790,Everest Organics Ltd.,INE334C01029
524808,Phyto Chem (India) Ltd.,INE037C01010
524818,Dynamic Industries Ltd.,INE457C01010
524828,BDH Industries Ltd.,INE278D01018
526001,Jauss Polymers Ltd,INE593O01017
526025,Globus Constructors & Developers Limited,INE064L01015
526043,Polymechplast Machines Ltd.,INE809B01014
526071,STELLANT SECURITIES (INDIA) LIMITED,INE395F01023
526073,Galaxy Bearings Ltd.,INE020S01012
526075,Rekvina Laboratories Ltd,INE092O01028
526081,SC Agrotech Limited,INE895E01017
526095,Ravileela Granites Limited,INE427E01027
526113,Uniroyal Marine Exports Ltd.,INE602H01010
526115,Karan Woo-sin ltd.,INE327D01013
526117,Shervani Industrial syndicate Ltd,INE011D01013
526125,BN AGROCHEM LIMITED,INE00HZ01011
526133,Supertex Industries Ltd,INE881B01054
526137,Shetron Ltd.,INE278C01010
526139,Transgene Biotek Ltd.,INE773D01018
526143,MPL Plastics Limited,INE343A01016
526159,Nikhil Adhesives Ltd.,INE926C01022
526161,Spenta International Ltd.,INE175C01018
526169,Multibase India Ltd,INE678F01014
526173,Andrew Yule & Company Ltd,INE449C01025
526179,Ludlow Jute & Specialities Ltd,INE983C01015
526187,Ashram Online.com Ltd,INE293C01019
526193,Royal Cushion Vinyl Products Ltd.,INE618A01011
526211,Suraj Industries Limited.,INE170U01011
526225,Bloom Dekor Ltd.,INE253C01013
526231,Standard Surfactants Ltd.,INE307D01015
526237,Morgan Ventures Ltd.,INE902C01015
526241,Amrapali Industries Ltd,INE762C01021
526251,Mid East Portfolio Management Ltd.,INE033E01015
526269,Crestchem Ltd.,INE293N01016
526315,DIVYASHAKTI LIMITED,INE410G01010
526331,Advance Multitech Ltd.,INE875S01019
526335,Shreyas Intermediates Ltd.,INE115F01017
526345,Panjon Ltd.,INE744D01019
526349,Nirbhay Colours India Limited,INE218T01010
526355,Duropack Ltd,INE138B01018
526365,SWARNSARITA JEWELS INDIA LIMITED,INE967A01012
526373,Cindrella Hotels Ltd.,INE908C01012
526407,HAMPTON SKY REALTY LIMITED,INE299D01022
526409,Kkalpana Industries (India) Ltd,INE301C01028
526415,OK Play India Ltd.,INE870B01024
526431,Welterman International Ltd.,INE662D01013
526433,ASM Technologies Ltd.,INE867C01010
526435,Perfectpac Limited,INE759I01024
526439,Ambitious Plastomac Ltd.,INE267C01013
526441,Vision Cinemas Limited,INE515B01025
526443,Artificial Electronics Intelligent Material Limited,INE072B01027
526445,Indrayani Biotech Ltd.,INE007C01021
526468,Euro Leder Fashion Ltd.,INE940E01011
526471,Winsome Breweries Ltd.,INE391C01011
526473,Elegant Floriculture & Agrotech (In,INE152E01013
526477,South Asian Enteprises Ltd.,INE118B01010
526479,Sky Industries Ltd,INE765B01018
526481,Phoenix International Ltd.,INE245B01011
526488,BHUDEVI INFRA PROJECTS LIMITED,INE432N01010
526490,Pratik Panels Ltd.,INE206C01029
526492,Rishiroop Limited,INE582D01013
526494,Promact Plastics Limited,INE818D01011
526500,Sterling Green  Woods  Limited,INE398F01019
526508,Shahi Shipping Limited,INE825D01016
526519,Alpine Housing Development Corporat,INE840D01015
526525,WORLDWIDE ALUMINIUM LIMITED,INE550D01010
526530,IIRM HOLDINGS INDIA LIMITED,INE670C01026
526532,Square Four Projects India Limited,INE716K01020
526544,SGL RESOURCES LIMITED,INE967B01028
526546,Choksi Laboratories Ltd.,INE493D01013
526554,Salguti Industries Ltd.,INE159C01012
526570,Midwest Gold Ltd,INE519N01014
526574,Enterprise International Limited,INE439G01019
526586,Wim Plast Ltd.,INE015B01018
526588,Photoquip India Ltd.,INE813B01016
526604,Lippi Systems Ltd.,INE845B01018
526614,EXPO ENGINEERING AND PROJECTS LIMITED,INE561D01025
526616,National Plastic Industries Ltd.,INE233D01013
526622,MFL India Ltd,INE244C01020
526628,Ajwa Fun World & Resorts Ltd,INE863E01015
526638,Texel Industries Ltd.,INE594V01028
526640,Royale Manor Hotels & Industries Lt,INE008C01011
526654,Thakker's Developers Ltd.,INE403F01017
526675,Tirth Plastic Ltd.,INE008N01018
526703,Ecoplast Ltd.,INE423D01010
526705,Elegant Marbles & Grani Industries,INE095B01010
526709,BITS Ltd,INE839A01021
526711,Adarsh Plant Project Ltd.,INE627D01016
526717,HCP PLASTENE BULKPACK LIMITED,INE136C01044
526721,Nicco Parks And Resorts Ltd.,INE653C01022
526723,NTC INDUSTRIES LIMITED,INE920C01017
526727,Garnet Construction Ltd.,INE797D01017
526731,Bright Brothers Ltd.,INE630D01010
526739,Narmada Gelatines Ltd.,INE869A01010
526747,P.G.Foils Ltd.,INE078D01012
526751,Gratex Industries Ltd.,INE915E01013
526755,Velan Hotels Ltd.,INE548D01014
526761,Howard Hotels Limited,INE931B01016
526775,Valiant Communications Ltd.,INE760B01019
526783,Dr.Agarwals Eye Hospital Ltd.,INE934C01018
526795,Mahasagar Travels Ltd.,INE007G01014
526813,Raghunath International Ltd.,INE753B01014
526821,Dai-Ichi Karkaria Ltd.,INE928C01010
526823,Rajeswari Infrastructure Limited,INE016C01014
526827,SPICE ISLANDS INDUSTRIES LIMITED,INE882D01017
526839,Shelter Infra Projects Limited,INE413C01013
526841,Shakti Press Ltd.,INE794C01016
526847,Ashirwad Steels & Industries  Ltd.,INE338C01012
526851,Arex Industries Ltd.,INE480H01011
526853,Bilcare Ltd.,INE986A01012
526859,ISF LIMITED,INE973B01026
526861,Rishi Laser  Ltd.,INE988D01012
526865,Jainco Projects (India) Ltd.,INE966C01010
526869,Kumbhat Financial Services Ltd.,INE795E01019
526871,Intec Capital Limited,INE017E01018
526873,RAJASTHAN SECURITIES LIMITED,INE184D01026
526877,Siddheswari Garments Ltd.,INE797C01019
526883,Shikhar Consultants Ltd.,INE641B01011
526887,Indo Credit Capital Ltd.,INE147D01015
526891,Market Creators Ltd.,INE944C01017
526899,HIMALAYA FOOD INTERNATIONAL LIMITED,INE552B01010
526901,Sonal Adhesives Ltd.,INE344I01017
526905,Padmanabh Industries Limited,INE743D01011
526931,Hariyana Ship Breakers Ltd.,INE400G01011
526935,Kalind Limited,INE377D01018
526941,Vaishno Cement Co. Ltd.,INE116E01018
526945,Tyroon Tea Co. Ltd.,INE945B01016
526961,LAST MILE ENTERPRISES LIMITED,INE404B01022
526965,Gujarat Craft Industries Ltd.,INE372D01019
526967,Heera Ispat Ltd.,INE025D01013
526971,Dhoot Industrial Finance Ltd.,INE313G01016
526977,Crimson Metal Engineering Company Ltd,INE318P01016
526981,SHRI BAJRANG ALLIANCE LIMITED,INE402H01015
527005,Shree Pacetronix Ltd,INE847D01010
530025,Samyak International Limited,INE607G01011
530027,Aadi Industries Ltd,INE563D01013
530035,Santosh Fine-Fab Ltd.,INE612D01018
530037,SPARKLE GOLD ROCK LIMITED,INE618F01010
530043,Acknit Industries Ltd,INE326C01017
530045,Titan Securities Ltd.,INE090D01017
530053,REAL ECO-ENERGY LIMITED,INE055E01034
530057,Vivanza Biosciences Limited,INE984E01035
530063,Yashraj Containeurs Ltd.,INE095C01018
530065,Lords Ishwar Hotels Limited,INE689J01013
530077,PURETROP FRUITS LIMITED,INE795D01011
530109,ANUPAM FINSERV LIMITED,INE069B01023
530111,Raj Packaging Industries Ltd.,INE639C01013
530119,Natraj Proteins Ltd.,INE444D01016
530125,Samrat Pharmachem Ltd.,INE103E01016
530127,NPR Finance Ltd.,INE446D01011
530129,Nile Ltd.,INE445D01013
530133,Amco India Ltd.,INE924B01011
530139,Kreon Finnancial Services Limited,INE302C01018
530141,Gyan Developers & Builders Ltd.,INE487G01018
530145,Kisan Mouldings Ltd.,INE017C01012
530163,Kerala Ayurveda Limited,INE817B01025
530167,Moongipa Capital Finance Ltd.,INE153K01018
530169,Mohit Paper Mills Ltd.,INE388C01017
530171,Daulat Securities Ltd.,INE108C01019
530175,Odyssey Technologies Ltd.,INE213B01019
530179,RSC International Limited,INE015F01019
530185,Surat Trade and Mercantile Limited,INE936A01025
530187,Atharv Enterprises Limited,INE354E01031
530197,FUNDVISER CAPITAL (INDIA) LIMITED,INE365H01014
530201,KALLAM TEXTILES LTD,INE629F01025
530207,Brawn Biotech Limited,INE899B01015
530213,Fortune International Ltd.,INE501D01013
530215,Kings Infra Ventures Limited,INE050N01010
530217,SWOJAS FOODS LIMITED,INE295B01016
530219,Nutricircle Limited,INE536C01029
530231,Subhash Silk Mills Ltd.,INE690D01014
530233,Auro Laboratories Ltd.,INE292C01011
530235,KJMC Financial Services Ltd.,INE533C01018
530245,Aryaman Financial Services Ltd.,INE032E01017
530249,Bridge Securities Ltd.,INE958C01025
530251,Risa International Limited,INE001O01029
530253,Rajasthan Tube Mfg. Co,INE497E01020
530255,Kay Power And Paper Ltd,INE961B01013
530259,Inter State Oil Carrier Ltd,INE003B01014
530263,Global Capital Markets Ltd.,INE062C01042
530265,Sainik Finance and Industries Ltd,INE584B01013
530267,ARIGATO UNIVERSE LIMITED,INE021N01011
530271,Rich Universe Network Ltd,INE652D01014
530281,Quantum Digital Vision (India) Ltd.,INE373C01019
530289,S.P.Capital Financing Ltd.,INE102F01015
530295,Shri Rajivlochan Oil Extraction Ltd,INE418K01015
530309,Chandra Prabhu International Ltd.,INE368D01025
530313,KIMIA BIOSCIENCES LIMITED,INE285U01025
530315,Hindustan Tin Works Ltd.,INE428D01019
530317,Godavari Drugs Ltd.,INE362C01012
530331,Premco Global Ltd.,INE001E01012
530341,Mukesh Babu Financial Services Ltd.,INE596B01017
530357,KBS INDIA LIMITED,INE883D01023
530361,PRABHHANS INDUSTRIES LIMITED,INE428P01013
530369,Vamshi Rubber Ltd.,INE380C01014
530401,Vinyoflex Ltd.,INE526H01011
530405,Jindal Capital Ltd.,INE356F01017
530407,EPIC Energy Ltd.,INE932F01015
530419,Sumedha Fiscal Services Ltd.,INE886B01012
530421,Kuwer Industries Ltd.,INE430F01010
530427,CHOKSI ASIA LIMITED,INE865B01016
530429,Ashish Polyplast Ltd.,INE831C01016
530433,Shiva Global Agro Industries Limited,INE960E01019
530439,Siddha Ventures Limited,INE140C01012
530443,Kiran Syntex Ltd.,INE293D01017
530445,Sumeru Industries Ltd.,INE764B01029
530449,Rungta Irrigation Ltd.,INE347C01013
530457,GTT DATA SOLUTIONS LIMITED,INE959B01017
530459,Valson Industries Ltd.,INE808A01018
530461,Saboo Sodium Chloro Ltd.,INE440C01016
530469,GSL Securities Ltd.,INE721D01017
530477,Vikram Thermo (India) Ltd.,INE337E01010
530495,STRATMONT INDUSTRIES LIMITED,INE473C01025
530499,A.K.Capital Services Ltd.,INE701G01012
530521,Virat Industries Ltd.,INE467D01017
530525,RAJNISH RETAIL LIMITED,INE786J01033
530533,Terai Tea Co. Ltd.,INE390D01011
530537,Manraj Housing Finance Ltd.,INE948I01015
530545,Cosco (India) ltd.,INE949B01018
530547,Ken Financial Services Ltd.,INE395E01018
530557,NCL Research And Financial Services,INE132F01038
530571,Explicit Finance Limited,INE335G01019
530577,Ladderup Finance Ltd.,INE519D01015
530581,Ekam Leasing & Finance Co. Ltd.,INE906L01025
530585,Swastika Investmart Ltd,INE691C01022
530589,Prima Plastics Ltd.,INE573B01016
530595,TeleCanor Global Limited,INE381G01013
530601,JAGSONPAL SERVICES LIMITED,INE582C01015
530615,Garg Furnace Ltd.,INE194E01015
530617,Sampre Nutritions Ltd.,INE375C01022
530621,Akar Auto Industries Limited,INE864E01021
530627,Vipul Organics Limited,INE834D01018
530643,Eco Recycling Limited,INE316A01038
530663,Goyal Associates Ltd.,INE912B01032
530665,Zenith Health Care Ltd.,INE812B01026
530675,York Exports Ltd.,INE057Q01018
530689,Lykis Limited,INE624M01014
530695,Prime Property Development Corporation Ltd.,INE233C01023
530697,Zenlabs Ethica Limited,INE546F01013
530705,ANIRIT VENTURES LIMITED,INE161F01011
530709,Gowra Leasing & Finance Ltd.,INE225G01012
530711,Jagan Lamps Ltd.,INE144C01014
530723,Asit C Mehta Financial Services Limited,INE041B01014
530733,ENCODE PACKAGING INDIA LIMITED,INE900O01014
530735,Super Bakers (India) Ltd.,INE897A01011
530741,Ovobel Foods Ltd.,INE812S01012
530745,ACS TECHNOLOGIES LIMITED,INE366C01021
530747,CHALLANI CAPITAL LIMITED,INE807A01010
530755,Coral Newsprints Ltd.,INE715D01019
530757,Shentracon Chemicals Ltd.,INE0OUS01011
530765,AGARWAL FORTUNE INDIA LIMITED,INE510B01018
530779,Dynamic Protfolio Management & Serv,INE118C01018
530787,Inland Printers Ltd.,INE055O01033
530789,Ceejay Finance Limited,INE358C01010
530795,Suncity Synthetics Ltd.,INE584D01019
530797,Shree Ganesh Elastoplast Ltd,INE400N01017
530799,Anna Infrastructures Ltd,INE336D01014
530805,ONESOURCE INDUSTRIES AND VENTURES LIMITED,INE125F01032
530809,BNR Udyog Ltd.,INE355C01016
530821,SSPDL Limited,INE838C01011
530825,Daikaffil Chemicals India Ltd.,INE789B01018
530829,Cil Securities Ltd.,INE830A01012
530839,Clio Infotech Ltd.,INE011B01017
530845,Sunshield Chemicals Ltd.,INE199E01014
530853,Hipolin Ltd.,INE963A01011
530855,GDL Leasing & Finance ltd.,INE545E01018
530881,Arunjyoti Bio Ventures Limited,INE485K01022
530883,Super Crop Safe Ltd.,INE366G01022
530897,N.G.Industries Ltd.,INE825C01018
530899,Asia Pack Ltd.,INE784M01016
530907,S.I.Capital And Financial Services,INE417F01017
530909,ERP Soft Systems Ltd.,INE308B01017
530917,R.R.Securities Ltd.,INE474H01014
530921,Integrated Thermoplastics Ltd.,INE038N01015
530925,Ramsons Projects Ltd.,INE609D01014
530927,Haryana Financial Corporation ltd.,INE737G01016
530931,Stanpacks (India) Ltd.,INE457D01018
530951,RAMINFO LIMITED,INE357B01022
530953,Sunil Agro Foods ltd.,INE224D01012
530959,Diana Tea Co.Ltd.,INE012E01035
530973,Alfa Ica (India) Ltd,INE042C01010
530977,Shri Keshav Cements and Infra Limited,INE260E01014
530979,India Home Loan Limited,INE274E01015
530991,Roopa Industries Ltd.,INE443C01010
530993,Sarthak Global Ltd.,INE075H01019
530997,Unique Organics Ltd.,INE333E01019
531003,Swarna Securities Ltd.,INE595G01018
531015,Venmax Drugs And Pharmaceuticals Ltd,INE154G01022
531017,Arihants Securities ltd.,INE190D01015
531025,Visagar Financial Services Ltd,INE309H01038
531027,Libord Securities Ltd.,INE267E01019
531033,Regal Entertainment & Consultants Ltd.,INE101E01010
531035,ERAAYA LIFESPACES LIMITED,INE432F01032
531041,Competent Automobiles Co. Ltd.,INE823B01015
531043,Dhanvantri Jeevan Rekha Ltd.,INE239F01015
531049,Neelkanth Rockminerals ltd.,INE741D01015
531051,Vintage Securities Ltd.,INE153C01015
531067,Contil India Limited,INE080G01029
531069,Vijay Solvex Ltd.,INE362D01010
531080,Shri Krishna Devcon Limited,INE997I01012
531083,Nihar Info Global Ltd.,INE876E01033
531091,United Credit ltd.,INE858C01027
531099,Checkpoint Trends Limited,INE396H01019
531111,Gothi Plascon (India) Ltd.,INE538G01018
531119,Ceenik Exports (india) Ltd.,INE418D01010
531126,KATI PATANG LIFESTYLE LIMITED,INE237C01016
531129,Inani Marbles & Industries Ltd.,INE635D01027
531137,Gemstone Investments Ltd.,INE503D01027
531144,El Forge Ltd.,INE158F01017
531153,Diligent Industries Limited,INE650C01036
531155,Epsom Properties Limited,INE601F01016
531156,Alfavision Overseas (India) Ltd.,INE883B01027
531157,Organic Coatings Ltd.,INE412E01011
531158,Catvision Limited,INE660B01011
531161,ABM Knowledgeware Ltd.,INE850B01026
531163,Kemistar Corporation Limited,INE971L01029
531168,Associated Ceramics Ltd.,INE771E01010
531169,SKP Securities Ltd.,INE709B01016
531173,Syschem (India) Ltd.,INE121D01036
531176,Mefcom Capital Markets Ltd.,INE186C01023
531178,Hemang Resources Limited,INE930A01010
531190,EFORU ENTERTAINMENT LIMITED,INE355H01015
531199,Glance Finance Ltd.,INE580D01017
531203,TRADEWELL HOLDINGS LIMITED,INE819G01012
531205,SPRIGHT AGRO LIMITED,INE179O01031
531210,Colinz Laboratories ltd.,INE923C01011
531212,Nalin Lease Finance Ltd.,INE606C01012
531215,RTS Power Corporation Ltd.,INE005C01017
531216,Comfort Intech Ltd,INE819A01049
531219,Shyama Computronics and Services Limited,INE861E01019
531221,Mayur Floorings Ltd.,INE262W01012
531223,Anjani Synthetics Limited,INE364D01032
531227,Deco-Mica Ltd.,INE907E01010
531228,Rander Corporation Ltd.,INE821D01031
531233,Rasi Electrodes Ltd.,INE822D01021
531234,SCOOBEE DAY GARMENTS (INDIA) LIMITED,INE962E01015
531235,Citiport Financial Services Ltd.,INE494D01011
531237,Dhruva Capital Services Ltd.,INE972E01014
531246,Prima Industries Ltd.,INE723N01012
531253,India Gelatine & Chemicals Ltd.,INE342D01012
531254,Optimus Finance Limited,INE031G01022
531255,Paragon Finance Ltd.,INE015E01012
531257,Pratiksha Chemicals Ltd.,INE530D01012
531259,Esha Media Research Limited,INE328F01016
